Food Name,Glycemic Index,Calories,Carbohydrates,Protein,Fat,Suitable for Diabetes,Suitable for Blood Pressure,Sodium Content,Potassium Content,Magnesium Content,Calcium Content,Fiber Content
Broccoli,10,55,11.2,4.4,0.6,1,1,33,316,21,48,5.1
Apple,70,300,40.0,8.0,12.0,1,0,560,540,38,60,3.0
Fish Curry,0,220,8.0,24.0,16.0,1,1,642,628,51,108,2.0
Vegetable Biryani,24,54,15.0,3.7,0.4,1,1,43,180,14,47,3.0
Mango Pickle,35,180,30.0,7.0,4.0,1,1,439,180,22,150,4.0
Blueberries,59,69,18.0,0.7,0.2,1,1,2,39,6,11,0.9
Bhindi Masala,15,31,6.6,2.4,0.2,1,1,5,358,36,14,1.2
Chicken 65,85,180,20.0,4.0,8.0,1,0,20,29,15,30,1.0
Paneer Tikka,20,120,9.0,10.1,0.4,1,1,380,262,47,40,1.5
Samosa,89,262,32.0,6.0,12.0,1,0,560,250,28,25,3.0
Kale,15,49,8.8,4.3,0.9,1,1,38,330,24,150,3.6
Orange,40,61,15.4,1.2,0.2,1,1,0,237,14,52,3.1
Spinach,28,116,20.0,9.0,0.4,1,1,23,369,33,33,6.7
Bhindi Masala,20,280,12.0,7.69,20.0,1,1,531,400,32,14,3.0
Strawberries,40,29,7.0,0.7,0.3,Yes,1,1,153,12,16,2.0
Kachori,0,170,10.0,18.45,9.0,1,1,690,400,40,80,3.0
Kibbeh,15,260,15.0,12.0,16.0,1,1,318,599,28,100,2.2
Kachori,30,79,15.0,10.1,0.6,1,1,133,406,17,40,7.8
Quinoa,53,120,21.3,4.4,1.9,1,1,5,172,64,17,2.8
Dosa,50,180,35.0,4.0,8.0,1,1,95,204,47,19,4.1
Salmon,0,616,21.6,21.2,87.4,1,1,18,705,269,263,15.7
Lettuce,0,206,0.0,22.0,13.0,1,1,800,628,51,13,2.0
Chana Masala,42,210,35.0,6.0,10.0,1,1,229,240,47,150,4.0
Spinach Salad,37,116,21.7,7.9,0.6,1,1,545,450,25,35,5.6
Apple,39,41,10.0,0.9,0.2,1,1,69,320,12,33,2.8
Orange,70,41,11.0,0.7,0.2,1,1,1,112,10,42,1.0
Coconut Chutney,10,862,16.1,18.45,90.7,1,1,540,668,40,263,2.0
Fish Curry,0,280,10.0,25.0,16.0,1,1,620,380,35,49,2.0
Lamb,0,485,44.4,16.5,49.26,1,1,2,407,360,423,
Brown Rice,50,216,45.8,4.5,1.6,1,1,2,86,43,14,3.5
Fattoush,0,120,0.7,13.89,13.6,1,1,88,354,25,11,0.0
Laban,0,250,8.0,26.0,13.0,1,1,642,400,36,36,0.0
Pani Puri,85,79,15.0,2.0,2.0,1,0,249,100,6,20,2.0
Rice,65,150,30.0,2.7,9.0,1,1,439,180,22,27,2.0
Quinoa Pasta,39,52,14.0,1.1,0.2,1,1,69,320,12,33,3.0
Walnuts,15,654,13.7,15.2,89.07,1,1,2,441,157,98,6.7
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,320,15,22,2.0
Lettuce,15,5,1.0,0.5,0.1,1,1,5,194,7,36,0.5
Berries (mixed),40,43,10.6,0.7,0.4,1,1,1,77,6,16,2.6
Pongal,65,315,50.0,7.0,9.0,1,1,560,190,35,40,3.0
Orange,40,61,15.4,1.2,0.2,1,1,0,237,14,42,3.1
Strawberries,40,29,7.0,0.7,0.3,1,1,1,153,12,16,2.0
Whole Wheat Bread,68,239,40.0,5.0,4.0,1,0,520,220,25,30,3.0
Asparagus,39,52,14.0,0.3,0.2,1,1,0,107,5,6,2.4
Ginger,10,200,15.0,29.17,9.9,1,1,690,438,30,28,1.0
Whole Wheat Bread,68,247,40.0,3.0,12.0,1,1,14,90,43,180,6.7
Coconut Chutney,0,862,0.0,27.52,90.7,1,1,0,0,0,0,0.0
Baba Ganoush,15,47,10.5,3.4,0.3,1,1,94,343,17,36,5.4
Asparagus,15,20,3.7,2.2,0.2,1,1,2,202,14,23,2.1
Chole Bhature,83,320,40.0,8.0,14.0,1,0,560,250,25,81,4.0
Shawarma Wrap,15,144,10.0,4.0,1.7,1,1,520,400,25,80,5.6
Shawarma,89,180,23.0,4.0,6.0,1,0,470,230,20,60,2.0
Aloo Tikki,85,39,8.0,0.9,0.4,1,1,69,68,6,20,0.6
Peanuts,12,567,16.1,25.8,49.2,1,1,18,705,168,92,8.5
Baingan Bharta,24,160,15.0,10.1,12.4,1,1,480,250,17,119,1.0
Grilled Chicken,0,165,0.0,7.25,3.6,1,1,74,248,40,13,0.0
Oranges,40,61,15.4,1.2,0.2,1,1,0,237,17,52,3.1
Salmon,0,616,19.2,21.2,87.4,1,1,18,705,70,263,12.2
Eggplant,15,25,6.0,1.3,0.1,1,1,2,170,12,9,1.7
Orange,40,61,15.4,1.2,0.2,1,1,0,237,14,52,3.1
Garlic,30,180,30.0,5.0,4.0,1,1,419,524,39,150,2.1
Black Beans,30,227,44.3,15.2,0.9,1,1,1,610,119,28,12.3
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,12,118,0.0
Chicken Curry,0,165,0.0,9.3,3.6,1,1,74,393,35,11,0.0
Coconut Milk,40,230,20.0,2.3,16.0,1,1,14,210,10,10,3.0
Whole Wheat Pasta,37,124,25.7,4.5,0.8,1,1,3,118,37,14,4.2
Chicken Biryani,50,400,45.0,28.0,15.0,1,1,820,320,30,40,2.0
Labneh,4,150,12.0,10.0,0.5,1,1,520,320,59,40,6.5
Grilled Salmon,0,170,0.0,7.25,9.0,1,1,57,240,40,40,0.0
Vegetable Pulao,60,280,50.0,6.0,8.0,1,1,520,180,25,40,2.0
Chole Bhature,50,400,55.0,16.9,18.0,1,1,380,429,40,330,0.0
Cottage Cheese,10,98,3.4,11.1,4.3,1,1,364,91,9,124,0.0
Flaxseed Oil,40,400,60.0,20.04,10.0,1,1,650,550,35,108,10.6
Fish Fry,30,320,35.0,10.0,18.0,1,1,429,400,35,330,0.0
Tabbouleh,24,180,20.0,4.0,10.0,1,1,20,240,51,150,6.0
Shrimp Stir-Fry,45,239,25.0,10.0,12.0,1,1,550,320,30,199,2.0
Harira Soup,0,165,0.0,7.25,3.6,1,1,74,334,25,40,0.0
Za'atar Manakish,37,18,5.8,3.3,0.2,1,1,122,320,34,3,2.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,393,22,7,0.0
Shahi Paneer,20,400,35.0,30.0,18.0,1,1,893,390,35,60,4.0
Pork Tenderloin,0,143,0.0,30.0,3.0,1,1,50,437,35,9,0.0
Chicken Tikka,0,140,0.7,20.88,45.39,1,1,593,58,33,18,0.0
Chicken Salad,10,22,6.0,1.0,0.3,1,1,3,170,9,40,2.0
Shish Taouk,20,280,45.0,15.0,4.2,1,1,580,450,38,100,8.0
Lettuce,0,49,8.8,2.9,0.9,1,1,23,220,10,80,3.6
Quorn,0,485,44.4,16.5,49.26,1,1,16,407,360,458,
Labneh Manakish,0,280,10.0,26.0,16.0,1,1,710,438,30,60,2.0
Fish Fry,30,250,30.0,15.0,12.0,1,1,480,350,25,59,3.3
Cottage Cheese,10,98,2.6,11.1,4.3,1,1,364,147,22,80,0.0
Cauliflower,15,25,5.0,1.9,0.3,1,1,30,299,15,22,2.0
Chicken 65,85,180,20.0,5.0,10.0,1,0,119,160,20,20,2.0
Tuna,0,116,0.0,26.0,0.9,1,1,35,333,22,9,0.0
Mango,45,320,45.0,10.0,4.0,1,1,3,150,15,1,2.0
Lassi,30,60,10.0,1.2,1.0,1,1,10,180,10,10,0.5
Lamb Ouzi,50,450,40.0,25.0,18.0,1,1,893,470,30,119,2.0
Lamb,0,258,0.0,30.0,17.0,1,1,63,299,23,10,0.0
Salmon,0,654,13.7,16.83,89.07,1,1,18,705,157,98,15.7
Mutton Biryani,50,400,40.0,20.0,16.0,1,1,30,479,15,56,4.0
Malai Paneer,70,150,14.0,3.0,2.0,1,1,50,100,9,15,1.0
Samboosa,45,180,10.0,6.0,12.0,1,1,374,220,20,92,4.0
Split Pea Soup,37,18,3.9,1.0,0.2,1,1,69,320,35,182,1.6
Bhindi Masala,15,18,3.9,0.9,0.2,1,1,5,237,11,6,1.6
Quinoa Salad,53,118,20.4,4.2,2.5,1,1,8,152,37,15,2.6
Cabbage,15,25,6.0,1.3,0.1,1,1,2,229,14,9,3.0
Cottage Cheese,10,98,2.6,11.1,4.3,1,1,364,104,10,124,0.0
Arayes,15,31,6.6,2.4,0.3,1,1,1,209,79,16,2.0
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,38,141,10,80,0.0
Strawberries,40,29,7.0,0.7,0.3,1,1,1,153,12,16,2.0
Chicken Biryani,50,400,45.0,20.0,16.0,1,1,721,479,35,49,2.0
Mutton Curry,10,41,6.6,3.9,0.7,1,1,10,209,79,99,2.0
Baingan Bharta,24,559,30.2,18.2,49.02,1,1,12,668,292,36,10.2
Whole Wheat Pasta,37,124,25.7,18.3,0.8,1,1,3,879,30,35,11.8
Asparagus,39,52,14.0,0.3,0.2,1,1,0,107,5,6,2.4
Walnuts,0,654,13.7,16.83,89.07,1,1,2,882,157,98,15.7
Greek Salad,64,250,25.0,10.0,14.0,1,0,363,160,15,119,0.0
Aloo Gobi,24,559,30.2,18.2,49.02,1,1,12,565,292,36,3.3
Gajar Halwa,70,239,19.7,10.0,12.0,1,1,246,320,36,60,2.4
Oats,55,389,66.0,16.9,6.9,1,1,2,429,177,54,10.6
Spinach Salad,0,150,12.0,5.0,2.7,1,1,279,334,28,47,6.5
Lentil Soup,35,36,10.0,1.74,0.6,1,1,600,192,33,15,2.8
Tomato Soup,0,106,0.0,13.89,1.0,1,1,59,0,0,117,0.0
Arayes,15,130,4.6,7.9,8.0,1,1,199,141,28,28,1.3
Walnuts,0,616,21.7,21.2,87.4,1,1,2,733,268,268,12.2
Almond Butter,45,441,6.6,3.3,22.0,1,1,313,250,15,14,1.0
Vegetable Soup,50,350,55.0,16.9,6.0,1,1,780,429,60,57,8.0
Flaxseeds,0,285,10.0,26.0,16.0,1,1,620,299,35,40,3.0
Chicken Curry,0,616,21.6,21.2,87.4,1,1,800,550,59,263,2.0
Avocado,15,160,9.0,2.0,15.0,1,1,7,485,29,12,7.0
Rajma Masala,27,280,45.0,15.0,6.0,1,1,550,310,42,60,8.0
Black Beans,30,227,44.3,15.2,0.9,1,1,260,610,119,80,12.3
Mango Pickle,35,320,55.0,10.0,6.0,1,1,520,450,40,59,8.0
Mango Pickle,0,120,0.0,3.98,13.5,1,1,0,0,0,0,0.0
Barley,15,47,10.5,3.4,0.7,1,1,94,452,17,36,3.6
Asparagus,39,52,14.0,0.3,0.2,1,1,0,107,5,6,2.4
Aloo Tikki,85,200,21.0,4.0,14.0,1,0,380,280,20,60,2.0
Kadai Paneer,15,230,10.2,12.0,17.0,1,1,349,599,30,100,2.2
Brown Lentils,32,352,59.7,24.0,1.1,1,1,3,731,70,56,10.7
Salmon,0,184,0.0,22.0,8.2,1,1,47,339,29,13,0.0
Lentils,32,116,20.0,9.0,0.4,1,1,2,369,36,18,7.9
Oranges,45,43,11.0,0.9,0.4,1,1,1,77,6,42,2.4
Caesar Salad,70,320,40.0,8.0,14.0,1,0,480,150,25,49,2.0
Pineapple,59,320,40.0,8.0,16.0,1,0,560,460,35,100,5.0
Brown Rice,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Medu Vada,70,40,10.0,0.9,0.2,1,1,69,200,10,30,2.8
Flaxseeds,50,180,10.0,21.4,9.9,1,1,580,380,35,28,2.0
Chole Bhature,50,380,77.5,16.9,10.0,1,1,659,429,60,60,10.6
Pineapple,66,50,13.0,0.5,0.1,1,1,1,109,12,13,1.4
Bell Peppers,15,150,5.3,25.0,10.0,1,1,593,380,30,32,0.0
Mansaf,40,230,20.0,6.0,16.0,1,1,540,450,30,181,5.0
Zucchini,15,17,3.1,1.2,0.2,1,1,8,247,14,16,1.0
Pakora,0,280,4.0,25.0,18.0,1,1,620,420,33,20,0.0
Brown Rice,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Upma,55,230,49.9,10.0,1.8,1,1,312,154,29,28,2.0
Foul Sandwich,0,280,12.0,12.0,21.0,1,1,540,450,28,419,2.0
Pani Puri,89,247,48.0,9.4,1.8,1,1,312,154,61,80,6.5
Oats,55,389,66.0,12.0,6.9,1,1,2,729,227,54,27.6
Rajasthani Dal,75,230,20.0,5.0,14.0,1,0,249,100,14,119,1.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,376,21,12,0.0
Onions,10,40,9.0,3.9,0.9,1,1,4,491,29,60,3.6
Ginger,10,200,5.9,8.0,18.2,1,1,418,207,17,40,1.0
Lentils,32,116,20.0,9.0,0.4,1,1,2,369,36,18,7.9
Walnuts,15,654,13.7,15.2,89.07,1,1,2,441,157,98,6.7
Broccoli,15,55,11.2,3.3,0.6,1,1,33,316,21,36,2.6
Almonds,0,654,13.7,16.83,89.07,1,1,1,733,157,98,15.7
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,320,15,22,2.0
Banana,0,120,0.0,3.98,13.5,1,1,0,0,0,0,0.0
Tandoori Roti,24,60,15.0,3.7,68.59,1,1,167,180,14,80,3.0
Lentils,32,230,39.9,8.9,0.8,1,1,2,485,36,18,7.2
Onions,10,40,9.0,1.1,0.1,1,1,4,146,10,23,1.7
Kidney Beans,24,320,55.0,8.0,14.0,1,1,460,410,32,45,5.0
Seaweed,35,36,10.0,0.9,0.6,1,1,600,320,17,15,2.8
Arayes,50,96,20.0,1.1,1.0,1,1,12,358,12,10,2.6
Turkey Breast,0,147,8.5,18.45,45.39,1,1,53,628,79,92,6.7
Masoor Dal,30,149,33.1,8.7,0.5,1,1,545,320,28,35,8.0
Butter Chicken,0,359,10.0,24.0,43.0,1,1,790,380,30,100,2.0
Orange,40,61,15.4,1.2,0.2,1,1,0,237,14,42,3.1
Apple,39,41,10.0,0.9,0.2,1,1,69,320,12,33,2.8
Mutton Curry,10,200,15.0,29.17,6.7,1,1,690,438,40,28,1.0
Eggplant,15,25,6.0,1.0,0.2,1,1,18,170,9,34,2.3
Aloo Gobi,24,54,3.9,4.2,0.4,1,1,47,141,14,14,2.1
Almond Milk,24,39,1.5,1.0,3.0,1,1,72,64,7,182,0.5
Vegetable Curry,0,150,0.0,24.0,10.0,1,1,0,0,0,0,0.0
Pineapple,59,320,55.0,8.0,12.0,1,1,460,410,40,49,5.0
Vegetable Soup,55,220,40.0,3.0,10.0,1,1,70,100,47,20,3.5
Lettuce,15,5,1.2,0.5,0.1,1,1,5,194,6,18,0.5
Mansaf,65,297,45.0,7.0,9.0,1,0,363,160,25,119,6.5
Green Tea,0,290,10.0,26.0,16.0,1,1,710,380,35,60,3.0
Strawberries,40,29,7.0,0.7,0.3,1,1,1,153,12,16,2.0
Shahi Tukda,55,184,40.9,5.0,8.0,1,1,550,70,25,80,6.7
Green Beans,15,31,7.0,1.8,0.2,1,1,6,358,36,14,1.2
Quinoa Pasta,39,52,14.0,0.3,0.2,1,1,1,107,5,6,2.4
Kadai Paneer,15,230,8.0,15.0,17.0,1,1,569,479,36,669,2.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,391,22,7,0.0
Broccoli,15,55,17.8,9.0,0.4,1,1,33,369,21,0,7.0
Asparagus,39,52,12.0,1.1,0.2,1,1,69,320,12,33,3.0
Vegetable Curry,0,180,2.0,25.0,8.0,1,1,380,207,20,18,0.4
Caesar Salad,15,157,6.1,7.9,16.2,1,1,418,110,7,0,0.4
Chia Seeds,0,220,0.0,25.0,13.4,1,1,57,299,35,19,0.0
Tandoori Chicken,0,220,2.0,25.0,10.0,1,1,138,340,25,53,0.0
Peanuts,12,567,16.1,25.8,87.4,1,1,18,705,168,263,8.5
Chole Bhature,83,320,55.0,8.0,9.0,1,1,680,498,35,190,4.0
Lettuce,15,5,1.2,0.5,0.1,1,1,35,104,7,16,0.6
Orange,70,150,20.0,4.0,5.0,1,1,10,150,64,19,2.6
Pear,15,280,45.0,30.0,0.8,1,1,1,970,70,56,8.5
Kale,15,49,8.8,4.3,0.9,1,1,23,330,33,150,2.0
Lamb Shawarma,40,350,30.0,12.0,18.0,1,1,650,300,30,80,2.0
Blueberries,53,57,14.5,0.7,0.2,1,1,1,116,6,6,2.4
Dosa,50,120,21.3,3.0,0.2,1,1,449,240,18,20,1.0
Salmon,0,574,28.9,18.3,42.2,1,1,18,705,392,255,15.7
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,299,15,22,2.0
Berries (mixed),40,43,9.0,0.9,0.1,1,1,0,181,10,40,2.3
Tofu,37,57,10.0,1.0,1.0,1,1,69,110,5,30,0.5
Eggs,0,78,0.6,6.0,5.3,1,1,61,63,10,28,0.0
Ginger,10,200,15.0,8.0,14.0,1,1,550,380,25,40,3.0
Caprese Salad,15,41,10.5,3.3,0.3,1,1,25,343,43,36,2.6
Pani Puri,85,200,35.2,10.0,4.0,1,0,480,110,29,83,6.7
Shish Taouk,20,400,25.0,30.0,18.55,1,1,972,420,35,60,2.0
Chia Seeds,0,884,0.0,15.2,89.07,1,1,2,0,1,1,0.0
Turkey Breast,0,147,8.5,2.0,8.8,1,1,64,485,28,49,6.7
Almonds,0,206,0.0,2.12,13.0,1,1,73,485,29,40,0.0
Gobi Manchurian,65,318,59.7,8.0,7.0,1,1,520,300,30,49,4.2
Strawberries,40,32,7.7,0.7,0.3,1,1,1,153,12,16,2.0
Miso Soup,35,180,30.0,8.0,4.0,1,1,439,280,47,150,2.1
Broccoli,10,55,11.2,4.4,0.6,1,1,33,330,21,47,3.3
Kidney Beans,53,61,14.7,0.3,0.3,1,1,0,77,5,6,1.6
Chicken 65,0,52,0.0,11.0,7.84,1,1,94,104,10,80,0.0
Onions,10,40,9.0,3.9,0.9,1,1,4,316,36,150,2.0
Grilled Salmon,40,81,15.4,0.8,68.59,1,1,1,358,17,10,2.6
Cabbage Soup,15,157,5.3,7.8,12.4,1,1,384,110,7,2,1.0
Sweet Potato,70,89,23.0,2.0,0.1,1,1,50,320,23,54,3.3
Pani Puri,89,247,48.0,10.0,1.8,1,1,381,125,29,80,6.7
Turkey Chili,37,57,15.0,0.4,0.1,1,1,1,77,9,9,3.1
Broccoli,15,55,11.2,3.7,0.6,1,1,33,316,21,47,2.6
Broccoli,15,55,17.8,9.0,0.4,1,1,33,369,19,1,7.0
Turkey Breast,0,189,0.0,27.0,12.0,1,1,53,391,29,11,0.0
Green Beans,15,31,6.3,1.3,0.3,1,1,6,175,12,9,1.7
Kale,15,49,8.8,4.3,0.9,1,1,38,330,24,150,3.8
Rasgulla,93,297,15.0,5.43,43.0,1,1,480,152,40,190,3.0
Lamb,0,258,10.0,15.0,18.0,1,1,550,560,34,669,4.0
Shrimp Stir-Fry,15,144,10.0,2.0,4.5,1,1,179,174,32,27,0.5
Lassi,0,89,15.0,5.0,0.8,1,1,2,316,33,40,3.0
Lettuce,15,5,1.2,0.5,0.1,1,1,5,194,6,36,0.5
Lassi,24,120,20.0,2.0,9.0,1,1,50,50,14,54,3.1
Rice,55,239,40.0,4.0,6.0,1,1,370,180,25,20,2.0
Pineapple,59,320,40.0,8.0,18.0,1,1,590,322,35,40,3.0
Malai Paneer,70,40,10.0,0.9,0.4,1,1,1,112,9,42,2.8
Shahi Paneer,15,144,6.1,13.7,4.5,1,1,380,310,29,40,0.6
Dosa,50,120,25.0,2.6,0.2,1,1,78,320,23,33,3.3
Spinach,0,23,3.6,0.5,0.4,1,1,79,170,12,8,0.0
Apple,39,52,12.0,0.3,0.2,1,1,1,107,5,6,2.4
Zucchini,15,17,3.1,1.2,0.2,1,1,3,247,14,16,1.0
Salmon,0,250,0.0,22.0,17.0,1,1,59,628,22,12,0.0
Cottage Cheese,10,98,2.6,11.1,4.3,1,1,364,91,20,124,0.0
Medu Vada,70,150,25.0,3.0,9.0,1,0,260,100,14,15,2.0
Lamb Kabsa,0,320,15.0,25.0,22.0,1,1,650,410,35,49,2.0
Broccoli,15,55,11.0,3.7,0.6,1,1,33,316,21,47,2.6
Lassi,24,60,3.9,3.3,5.0,1,1,699,460,17,42,1.6
Kheer,85,79,18.0,0.5,0.1,1,0,16,39,6,13,1.4
Pani Puri,89,320,40.0,6.0,15.0,1,0,199,100,15,20,2.0
Mansaf,40,230,5.5,2.3,18.0,1,1,70,263,27,182,2.2
Masoor Dal,30,180,25.0,10.0,8.0,1,1,246,280,47,80,4.0
Chicken Biryani,50,380,45.0,18.0,12.0,1,1,800,220,40,40,2.0
Apple,39,52,14.0,0.3,0.2,1,1,0,107,9,6,2.4
Lentil Soup,44,116,20.4,7.9,0.6,1,1,703,478,28,23,3.0
Stir-Fried Tofu,75,180,20.0,5.0,8.0,1,0,119,120,15,30,2.0
Fish Fry,30,320,35.0,10.0,18.0,1,1,680,450,35,80,5.0
Mushrooms,10,22,6.0,1.0,0.3,1,1,5,170,9,40,2.0
Eggplant,15,25,6.0,1.0,0.2,1,1,2,170,12,9,2.5
Turkey Breast,0,98,0.0,22.0,1.0,1,1,47,290,22,10,0.0
Gulab Jamun,70,150,14.0,3.0,7.0,1,1,70,100,9,20,1.0
Lettuce,0,206,0.0,22.0,13.4,1,1,800,380,30,49,2.0
Strawberries,40,29,7.0,0.7,0.3,Yes,1,1,153,12,16,2.0
Oats,55,389,66.0,16.9,6.9,1,1,2,429,144,54,10.6
Chicken 65,85,200,21.0,4.0,14.0,1,0,313,214,20,30,2.0
Caprese Salad,15,400,13.7,30.0,18.0,1,1,905,420,35,60,2.0
Medu Vada,70,150,29.0,4.0,9.0,1,0,380,240,22,15,3.0
Matar Paneer,20,260,20.0,30.0,13.0,1,1,620,420,34,40,3.0
Mutton Curry,0,165,0.0,22.2,3.6,1,1,74,380,25,13,0.0
Watermelon,75,30,8.0,0.6,0.2,1,1,1,112,10,8,1.0
Avocado,15,160,9.0,2.0,14.7,1,1,7,485,29,12,6.7
Lettuce,15,5,1.0,0.5,0.1,1,1,5,141,8,18,0.5
Chole Bhature,50,380,77.5,7.9,18.0,1,0,780,530,60,60,2.0
Dosa,50,120,21.3,2.6,1.0,1,1,16,152,64,14,2.2
Berries (mixed),40,43,10.6,0.7,0.4,1,1,1,77,6,16,5.4
Stir-Fried Tofu,15,61,11.2,2.0,0.6,1,1,33,452,19,15,2.6
Spinach Salad,37,57,15.3,0.4,0.1,1,1,1,77,7,11,3.1
Whole Wheat Pasta,37,124,25.7,18.3,0.8,1,1,3,400,30,4,8.0
Rajasthani Dal,45,230,40.0,10.0,6.0,1,1,520,877,40,80,7.0
Kale,0,250,0.0,7.24,17.0,1,1,73,210,20,100,0.0
Oranges,40,43,9.0,0.9,0.1,1,1,0,181,10,10,2.5
Fatayer,0,120,0.7,13.89,13.6,1,1,88,0,0,80,0.0
Chicken Curry,0,49,9.0,4.3,0.6,1,1,3,330,33,150,2.0
Bhindi Masala,15,18,3.9,0.9,0.2,1,1,5,237,11,6,1.6
Malai Paneer,70,40,10.0,0.7,0.4,1,1,1,112,9,42,2.8
Apple,95,186,40.9,3.0,10.0,1,1,246,82,20,104,2.0
Fatayer,0,120,0.7,26.64,13.5,1,1,593,393,35,20,0.0
Tuna Salad,20,260,20.0,30.0,13.0,1,1,620,420,25,40,1.0
Garlic,30,180,30.0,5.0,5.0,1,1,400,280,25,60,6.0
Apple,39,52,14.0,0.3,0.2,1,1,1,107,9,6,2.4
Broccoli,15,55,11.2,3.7,0.6,1,1,33,316,21,47,3.3
Cabbage,15,25,6.0,1.0,73.37,1,1,18,229,18,40,2.5
Stir-Fried Tofu,15,140,4.6,16.04,8.6,1,1,593,479,39,308,8.3
Miso Soup,35,180,30.0,6.0,4.0,1,1,380,300,30,181,2.1
Quinoa,53,120,21.3,4.4,1.9,1,1,5,172,64,17,2.8
Chole Bhature,50,400,55.0,16.9,10.0,1,1,659,429,60,60,5.0
Split Pea Soup,37,57,15.0,0.4,0.1,1,1,1,77,7,9,3.1
Walnuts,0,206,0.0,22.0,13.0,1,1,59,410,29,14,0.0
Lassi,0,89,10.0,2.0,0.8,1,1,90,316,33,35,0.5
Avocado,15,160,9.0,2.0,14.7,1,1,7,485,29,12,7.0
Broccoli,15,55,11.2,4.4,0.6,1,1,33,316,21,47,2.6
Eggplant,15,25,6.0,1.0,0.2,1,1,8,229,14,9,2.5
Matar Paneer,20,260,15.0,10.0,18.0,1,1,585,450,32,390,4.0
Brown Rice,50,216,44.8,4.5,1.8,1,1,2,86,64,10,3.5
Mushroom Curry,0,165,0.0,22.2,3.6,1,1,74,380,25,15,0.0
Oranges,40,43,9.6,0.9,0.4,1,1,69,320,12,33,2.8
Watermelon,71,30,7.6,0.6,0.2,1,1,1,112,10,8,0.4
Chana Masala,42,210,35.0,3.0,10.0,1,1,70,240,60,180,4.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,391,22,11,0.0
Cauliflower,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Chicken Biryani,50,380,45.0,18.0,12.0,1,1,800,220,40,40,2.0
Lamb Ouzi,20,350,30.0,30.0,18.0,1,1,893,879,30,119,10.2
Rajma Chawal,27,227,15.0,10.0,14.0,1,1,480,420,25,60,3.0
Spinach,10,269,45.0,15.0,4.0,1,1,23,875,79,80,12.2
Samosa,89,262,32.0,6.0,16.0,1,0,560,540,40,25,3.0
Olive Oil,0,119,0.0,27.95,13.6,1,1,0,0,0,0,0.0
Quorn,0,258,0.0,25.0,17.0,1,1,57,0,23,14,0.0
Chole Bhature,83,450,50.0,25.0,22.0,1,1,820,380,35,60,3.0
Kidney Beans,24,332,55.0,8.0,12.0,1,1,246,213,22,100,5.0
Cucumber,15,16,3.6,0.7,0.2,1,1,2,147,12,16,0.5
Quorn,0,564,20.0,21.0,49.2,1,1,800,550,59,92,3.0
Lamb Kabsa,50,320,30.0,10.0,18.0,1,0,480,120,25,100,6.7
Chole Bhature,83,450,55.0,16.9,18.55,1,0,780,429,35,80,6.0
Turkey Breast,0,147,8.5,2.0,8.8,1,1,64,485,28,49,6.7
Brown Rice,15,25,5.3,2.0,0.3,1,1,30,320,15,15,2.0
Mujadara,35,180,30.0,10.0,4.0,1,1,439,729,25,49,6.0
Chicken Korma,0,320,12.0,25.0,49.1,1,1,790,320,40,40,0.0
Fatayer,24,180,25.0,5.0,2.6,1,1,419,140,22,14,6.0
Mutton Biryani,50,450,40.0,25.0,18.55,1,1,719,380,35,80,3.0
Flaxseeds,0,485,44.4,16.5,49.26,1,1,2,407,335,423,
Quorn,0,258,0.0,30.0,17.0,1,1,63,0,23,12,0.0
Mansaf,40,230,20.0,2.3,16.0,1,1,70,210,20,27,1.0
Mansaf,65,260,32.0,6.0,16.0,1,1,400,240,25,119,2.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,376,21,12,0.0
Lentil Soup,35,239,20.0,13.3,16.0,1,1,480,250,17,100,0.0
Oranges,45,43,9.6,0.9,0.1,1,1,0,181,10,42,2.8
Onions,10,40,9.0,1.1,0.1,1,1,4,146,10,23,1.7
Vegetable Biryani,46,210,25.0,16.9,14.0,1,1,580,420,35,80,2.0
Ginger,49,220,30.0,4.0,10.0,1,1,400,140,20,20,3.0
Black Beans,30,339,62.4,21.0,1.2,1,1,1,1045,119,46,27.6
Whole Wheat Bread,68,239,49.9,9.4,1.8,1,1,381,125,29,84,6.7
Mushrooms,10,22,3.3,3.1,0.3,1,1,5,318,9,3,1.0
Bhindi Masala,15,150,5.3,13.7,10.0,1,1,199,563,35,390,2.2
Asparagus,39,52,14.0,0.3,0.2,1,1,0,107,9,6,2.4
Quinoa,53,120,21.3,4.4,1.9,1,1,7,172,64,17,2.8
Coconut Oil,10,862,16.1,27.52,49.86,1,1,700,668,59,150,2.0
Spinach,15,23,3.6,2.9,0.4,1,1,79,558,79,99,2.2
Cucumber,15,16,3.6,0.7,0.2,1,1,2,76,7,16,0.5
